order_id,order_date,store_name,product_name,category,quantity,unit_price,sales_amount,cost_amount,profit
10500,2025-06-28,Suburban Outlet,Kitchen Faucet,Kitchen,2,163.43,326.86,160.0,166.86
10501,2025-11-21,Suburban Outlet,Kitchen Faucet,Kitchen,3,156.64,469.91999999999996,240.0,229.91999999999996
10502,2025-03-02,Suburban Outlet,Cabinet Handle,Accessories,6,11.08,66.48,21.0,45.480000000000004
10503,2025-09-04,Online Pickup,Stainless Sink,Kitchen,1,251.48,251.48,140.0,111.47999999999999
10504,2024-09-24,Downtown Showroom,Bathroom Vanity,Bathroom,2,470.06,940.12,520.0,420.12
10505,2025-07-30,Online Pickup,Bathroom Vanity,Bathroom,1,458.57,458.57,260.0,198.57
10506,2025-02-20,Downtown Showroom,Bathroom Vanity,Bathroom,4,454.65,1818.6,1040.0,778.5999999999999
10507,2024-06-16,Downtown Showroom,Cabinet Handle,Accessories,4,12.98,51.92,14.0,37.92
10508,2024-02-12,Downtown Showroom,Water Heater,Appliance,2,883.03,1766.06,1040.0,726.06
10509,2025-07-09,Downtown Showroom,Cabinet Handle,Accessories,1,11.63,11.63,3.5,8.13
10510,2024-10-11,Suburban Outlet,Shower Head,Bathroom,4,127.48,509.92,180.0,329.92
10511,2025-01-31,Suburban Outlet,Shower Head,Bathroom,1,120.91,120.91,45.0,75.91
10512,2024-01-12,Suburban Outlet,Stainless Sink,Kitchen,1,271.7,271.7,140.0,131.7
10513,2025-08-29,Suburban Outlet,Shower Head,Bathroom,8,110.81,886.48,360.0,526.48
10514,2024-10-28,Downtown Showroom,Bathroom Vanity,Bathroom,2,458.32,916.64,520.0,396.64
10515,2024-09-09,Downtown Showroom,Bathroom Vanity,Bathroom,3,422.54,1267.6200000000001,780.0,487.6200000000001
10516,2025-05-13,Downtown Showroom,Cabinet Handle,Accessories,4,12.52,50.08,14.0,36.08
10517,2024-02-04,Downtown Showroom,Gas Stove,Appliance,3,566.12,1698.3600000000001,1140.0,558.3600000000001
10518,2025-12-27,Downtown Showroom,Shower Head,Bathroom,2,116.92,233.84,90.0,143.84
10519,2024-03-30,Downtown Showroom,Cabinet Handle,Accessories,1,11.33,11.33,3.5,7.83
10520,2025-08-27,Suburban Outlet,Kitchen Faucet,Kitchen,3,149.23,447.68999999999994,240.0,207.68999999999994
10521,2025-08-24,Suburban Outlet,Kitchen Faucet,Kitchen,1,137.54,137.54,80.0,57.53999999999999
10522,2025-02-21,Online Pickup,Gas Stove,Appliance,6,633.94,3803.6400000000003,2280.0,1523.6400000000003
10523,2024-04-24,Online Pickup,Gas Stove,Appliance,4,641.44,2565.76,1520.0,1045.7600000000002
10524,2025-09-08,Suburban Outlet,Gas Stove,Appliance,3,567.08,1701.2400000000002,1140.0,561.2400000000002
10525,2024-07-14,Downtown Showroom,Cabinet Handle,Accessories,3,10.96,32.88,10.5,22.380000000000003
10526,2025-05-15,Suburban Outlet,Kitchen Faucet,Kitchen,2,160.06,320.12,160.0,160.12
10527,2025-09-17,Suburban Outlet,Bathroom Vanity,Bathroom,6,411.79,2470.7400000000002,1560.0,910.7400000000002
10528,2025-05-07,Downtown Showroom,Gas Stove,Appliance,4,612.84,2451.36,1520.0,931.3600000000001
10529,2024-03-15,Downtown Showroom,Stainless Sink,Kitchen,4,249.74,998.96,560.0,438.96000000000004
10530,2025-02-16,Online Pickup,Water Heater,Appliance,1,910.64,910.64,520.0,390.64
10531,2025-01-10,Downtown Showroom,Cabinet Handle,Accessories,2,11.86,23.72,7.0,16.72
10532,2025-02-23,Suburban Outlet,Gas Stove,Appliance,3,541.02,1623.06,1140.0,483.05999999999995
10533,2025-12-29,Suburban Outlet,Water Heater,Appliance,4,945.89,3783.56,2080.0,1703.56
10534,2024-10-03,Downtown Showroom,Cutlery Set,Accessories,3,74.94,224.82,90.0,134.82
10535,2025-11-06,Downtown Showroom,Gas Stove,Appliance,2,582.74,1165.48,760.0,405.48
10536,2025-01-28,Downtown Showroom,Kitchen Faucet,Kitchen,4,151.86,607.44,320.0,287.44000000000005
10537,2025-04-01,Downtown Showroom,Shower Head,Bathroom,1,109.88,109.88,45.0,64.88
10538,2024-07-10,Downtown Showroom,Gas Stove,Appliance,2,624.82,1249.64,760.0,489.6400000000001
10539,2025-11-19,Online Pickup,Cabinet Handle,Accessories,3,12.17,36.51,10.5,26.009999999999998
10540,2024-04-08,Downtown Showroom,Shower Head,Bathroom,4,124.06,496.24,180.0,316.24
10541,2025-07-01,Suburban Outlet,Cutlery Set,Accessories,3,75.06,225.18,90.0,135.18
10542,2024-04-05,Downtown Showroom,Stainless Sink,Kitchen,3,244.2,732.5999999999999,420.0,312.5999999999999
10543,2025-10-25,Online Pickup,Shower Head,Bathroom,4,114.05,456.2,180.0,276.2
10544,2025-10-24,Downtown Showroom,Water Heater,Appliance,5,955.28,4776.4,2600.0,2176.3999999999996
10545,2024-07-08,Downtown Showroom,Bathroom Vanity,Bathroom,2,416.62,833.24,520.0,313.24
10546,2024-02-06,Online Pickup,Gas Stove,Appliance,4,631.69,2526.76,1520.0,1006.7600000000002
10547,2025-01-03,Online Pickup,Cutlery Set,Accessories,2,73.63,147.26,60.0,87.25999999999999
10548,2025-11-25,Downtown Showroom,Cutlery Set,Accessories,3,80.03,240.09,90.0,150.09
10549,2025-06-08,Online Pickup,Shower Head,Bathroom,2,117.75,235.5,90.0,145.5
10550,2024-10-05,Downtown Showroom,Stainless Sink,Kitchen,4,265.39,1061.56,560.0,501.55999999999995
10551,2024-08-04,Downtown Showroom,Kitchen Faucet,Kitchen,4,139.15,556.6,320.0,236.60000000000002
10552,2024-09-29,Downtown Showroom,Gas Stove,Appliance,4,648.82,2595.28,1520.0,1075.2800000000002
10553,2024-03-02,Downtown Showroom,Cutlery Set,Accessories,2,79.2,158.4,60.0,98.4
10554,2025-08-18,Suburban Outlet,Stainless Sink,Kitchen,5,245.53,1227.65,700.0,527.6500000000001
10555,2025-12-29,Downtown Showroom,Bathroom Vanity,Bathroom,5,482.85,2414.25,1300.0,1114.25
10556,2024-12-07,Downtown Showroom,Cutlery Set,Accessories,2,75.83,151.66,60.0,91.66
10557,2025-01-31,Suburban Outlet,Stainless Sink,Kitchen,2,241.03,482.06,280.0,202.06
10558,2025-11-29,Suburban Outlet,Cabinet Handle,Accessories,1,11.51,11.51,3.5,8.01
10559,2024-01-19,Downtown Showroom,Kitchen Faucet,Kitchen,3,157.39,472.16999999999996,240.0,232.16999999999996
10560,2024-06-25,Suburban Outlet,Kitchen Faucet,Kitchen,5,138.91,694.55,400.0,294.54999999999995
10561,2025-09-03,Downtown Showroom,Cutlery Set,Accessories,3,73.01,219.03000000000003,90.0,129.03000000000003
10562,2025-01-30,Suburban Outlet,Water Heater,Appliance,1,964.57,964.57,520.0,444.57000000000005
10563,2025-03-20,Suburban Outlet,Cutlery Set,Accessories,3,80.44,241.32,90.0,151.32
10564,2024-08-20,Online Pickup,Shower Head,Bathroom,3,115.42,346.26,135.0,211.26
10565,2024-03-16,Downtown Showroom,Gas Stove,Appliance,2,584.72,1169.44,760.0,409.44000000000005
10566,2024-09-21,Downtown Showroom,Stainless Sink,Kitchen,3,264.51,793.53,420.0,373.53
10567,2025-03-30,Downtown Showroom,Cutlery Set,Accessories,3,80.99,242.96999999999997,90.0,152.96999999999997
10568,2025-12-18,Downtown Showroom,Gas Stove,Appliance,5,608.55,3042.75,1900.0,1142.75
10569,2025-01-18,Downtown Showroom,Shower Head,Bathroom,3,119.02,357.06,135.0,222.06
10570,2025-07-17,Online Pickup,Cabinet Handle,Accessories,6,11.36,68.16,21.0,47.16
10571,2025-05-20,Downtown Showroom,Cabinet Handle,Accessories,5,11.85,59.25,17.5,41.75
10572,2025-01-01,Downtown Showroom,Gas Stove,Appliance,2,632.67,1265.34,760.0,505.3399999999999
10573,2024-05-23,Suburban Outlet,Cutlery Set,Accessories,1,85.24,85.24,30.0,55.239999999999995
10574,2024-03-09,Downtown Showroom,Kitchen Faucet,Kitchen,3,145.12,435.36,240.0,195.36
10575,2024-04-08,Suburban Outlet,Stainless Sink,Kitchen,1,273.08,273.08,140.0,133.07999999999998
10576,2025-01-30,Downtown Showroom,Stainless Sink,Kitchen,3,271.67,815.01,420.0,395.01
10577,2024-01-25,Downtown Showroom,Cabinet Handle,Accessories,2,12.15,24.3,7.0,17.3
10578,2025-04-13,Downtown Showroom,Cabinet Handle,Accessories,2,11.37,22.74,7.0,15.739999999999998
10579,2025-04-28,Downtown Showroom,Kitchen Faucet,Kitchen,3,152.11,456.33000000000004,240.0,216.33000000000004
10580,2025-07-18,Online Pickup,Water Heater,Appliance,5,988.71,4943.55,2600.0,2343.55
10581,2024-05-30,Downtown Showroom,Cutlery Set,Accessories,2,80.93,161.86,60.0,101.86000000000001
10582,2024-05-23,Suburban Outlet,Cabinet Handle,Accessories,2,10.8,21.6,7.0,14.600000000000001
10583,2025-07-22,Downtown Showroom,Cabinet Handle,Accessories,5,11.47,57.35,17.5,39.85
10584,2024-02-08,Downtown Showroom,Cabinet Handle,Accessories,2,11.48,22.96,7.0,15.96
10585,2024-04-18,Online Pickup,Stainless Sink,Kitchen,6,230.64,1383.84,840.0,543.8399999999999
10586,2025-11-23,Downtown Showroom,Cutlery Set,Accessories,3,78.88,236.64,90.0,146.64
10587,2024-02-11,Suburban Outlet,Shower Head,Bathroom,3,131.74,395.22,135.0,260.22
10588,2024-07-04,Online Pickup,Cutlery Set,Accessories,1,77.68,77.68,30.0,47.68000000000001
10589,2025-02-01,Suburban Outlet,Gas Stove,Appliance,3,627.51,1882.53,1140.0,742.53
10590,2024-08-10,Online Pickup,Kitchen Faucet,Kitchen,7,146.95,1028.6499999999999,560.0,468.64999999999986
10591,2025-09-25,Downtown Showroom,Water Heater,Appliance,3,983.09,2949.27,1560.0,1389.27
10592,2024-05-12,Downtown Showroom,Cabinet Handle,Accessories,2,12.06,24.12,7.0,17.12
10593,2024-06-11,Downtown Showroom,Cabinet Handle,Accessories,1,11.07,11.07,3.5,7.57
10594,2024-08-02,Suburban Outlet,Cutlery Set,Accessories,2,78.93,157.86,60.0,97.86000000000001
10595,2024-08-22,Online Pickup,Water Heater,Appliance,4,866.96,3467.84,2080.0,1387.8400000000001
10596,2025-10-19,Downtown Showroom,Cabinet Handle,Accessories,2,10.83,21.66,7.0,14.66
10597,2025-08-10,Suburban Outlet,Water Heater,Appliance,3,852.4,2557.2,1560.0,997.1999999999998
10598,2024-01-09,Downtown Showroom,Shower Head,Bathroom,7,113.17,792.19,315.0,477.19000000000005
10599,2024-03-14,Suburban Outlet,Bathroom Vanity,Bathroom,3,465.85,1397.5500000000002,780.0,617.5500000000002
10600,2025-05-06,Downtown Showroom,Kitchen Faucet,Kitchen,3,150.35,451.04999999999995,240.0,211.04999999999995
10601,2024-09-09,Online Pickup,Water Heater,Appliance,3,875.99,2627.9700000000003,1560.0,1067.9700000000003
10602,2024-08-17,Suburban Outlet,Stainless Sink,Kitchen,2,273.4,546.8,280.0,266.79999999999995
10603,2025-06-02,Downtown Showroom,Gas Stove,Appliance,3,550.25,1650.75,1140.0,510.75
10604,2024-06-22,Downtown Showroom,Stainless Sink,Kitchen,3,247.44,742.3199999999999,420.0,322.31999999999994
10605,2025-10-14,Downtown Showroom,Cabinet Handle,Accessories,2,11.34,22.68,7.0,15.68
10606,2024-06-16,Downtown Showroom,Shower Head,Bathroom,4,115.85,463.4,180.0,283.4
10607,2024-06-18,Downtown Showroom,Shower Head,Bathroom,4,109.73,438.92,180.0,258.92
10608,2025-01-27,Online Pickup,Stainless Sink,Kitchen,3,251.62,754.86,420.0,334.86
10609,2025-09-25,Suburban Outlet,Kitchen Faucet,Kitchen,2,140.39,280.78,160.0,120.77999999999997
10610,2024-07-12,Suburban Outlet,Stainless Sink,Kitchen,4,256.0,1024.0,560.0,464.0
10611,2025-05-31,Downtown Showroom,Cutlery Set,Accessories,3,75.09,225.27,90.0,135.27
10612,2024-01-29,Online Pickup,Cabinet Handle,Accessories,3,12.64,37.92,10.5,27.42
10613,2024-06-13,Suburban Outlet,Cabinet Handle,Accessories,2,11.92,23.84,7.0,16.84
10614,2025-02-25,Downtown Showroom,Stainless Sink,Kitchen,4,232.47,929.88,560.0,369.88
10615,2024-12-04,Suburban Outlet,Gas Stove,Appliance,5,599.01,2995.05,1900.0,1095.0500000000002
10616,2025-10-09,Suburban Outlet,Gas Stove,Appliance,3,578.41,1735.23,1140.0,595.23
10617,2025-05-10,Downtown Showroom,Cabinet Handle,Accessories,2,11.28,22.56,7.0,15.559999999999999
10618,2024-12-30,Downtown Showroom,Bathroom Vanity,Bathroom,1,462.9,462.9,260.0,202.89999999999998
10619,2024-12-07,Downtown Showroom,Gas Stove,Appliance,2,567.72,1135.44,760.0,375.44000000000005
10620,2025-05-14,Downtown Showroom,Stainless Sink,Kitchen,5,235.03,1175.15,700.0,475.1500000000001
10621,2025-10-18,Online Pickup,Gas Stove,Appliance,2,560.73,1121.46,760.0,361.46000000000004
10622,2025-05-25,Online Pickup,Cabinet Handle,Accessories,4,13.04,52.16,14.0,38.16
10623,2024-11-22,Suburban Outlet,Kitchen Faucet,Kitchen,1,141.31,141.31,80.0,61.31
10624,2024-08-04,Downtown Showroom,Water Heater,Appliance,3,882.55,2647.6499999999996,1560.0,1087.6499999999996
10625,2024-10-27,Downtown Showroom,Gas Stove,Appliance,4,551.22,2204.88,1520.0,684.8800000000001
10626,2024-05-11,Suburban Outlet,Cutlery Set,Accessories,2,87.16,174.32,60.0,114.32
10627,2024-03-10,Suburban Outlet,Kitchen Faucet,Kitchen,3,149.94,449.82,240.0,209.82
10628,2024-09-08,Downtown Showroom,Bathroom Vanity,Bathroom,5,455.97,2279.8500000000004,1300.0,979.8500000000004
10629,2025-02-18,Suburban Outlet,Cutlery Set,Accessories,2,75.66,151.32,60.0,91.32
10630,2025-03-20,Online Pickup,Stainless Sink,Kitchen,2,262.64,525.28,280.0,245.27999999999997
10631,2024-06-30,Downtown Showroom,Water Heater,Appliance,3,957.49,2872.4700000000003,1560.0,1312.4700000000003
10632,2024-06-15,Downtown Showroom,Stainless Sink,Kitchen,3,260.13,780.39,420.0,360.39
10633,2024-03-31,Suburban Outlet,Water Heater,Appliance,5,863.67,4318.349999999999,2600.0,1718.3499999999995
10634,2025-12-14,Downtown Showroom,Water Heater,Appliance,1,961.66,961.66,520.0,441.65999999999997
10635,2025-06-14,Downtown Showroom,Stainless Sink,Kitchen,3,234.95,704.8499999999999,420.0,284.8499999999999
10636,2024-02-08,Downtown Showroom,Cutlery Set,Accessories,2,78.61,157.22,60.0,97.22
10637,2024-05-05,Downtown Showroom,Cutlery Set,Accessories,5,72.62,363.1,150.0,213.10000000000002
10638,2025-03-26,Suburban Outlet,Water Heater,Appliance,2,978.27,1956.54,1040.0,916.54
10639,2024-06-21,Suburban Outlet,Cutlery Set,Accessories,4,79.53,318.12,120.0,198.12
10640,2025-10-14,Downtown Showroom,Water Heater,Appliance,2,980.44,1960.88,1040.0,920.8800000000001
10641,2024-08-07,Online Pickup,Cabinet Handle,Accessories,2,11.0,22.0,7.0,15.0
10642,2025-09-29,Online Pickup,Water Heater,Appliance,5,921.87,4609.35,2600.0,2009.3500000000004
10643,2024-02-27,Online Pickup,Cabinet Handle,Accessories,1,11.25,11.25,3.5,7.75
10644,2025-10-21,Downtown Showroom,Kitchen Faucet,Kitchen,4,151.01,604.04,320.0,284.03999999999996
10645,2025-04-20,Downtown Showroom,Shower Head,Bathroom,1,113.79,113.79,45.0,68.79
10646,2025-03-31,Online Pickup,Kitchen Faucet,Kitchen,2,159.18,318.36,160.0,158.36
10647,2024-12-26,Suburban Outlet,Stainless Sink,Kitchen,2,250.21,500.42,280.0,220.42000000000002
10648,2024-01-01,Downtown Showroom,Shower Head,Bathroom,3,116.55,349.65,135.0,214.64999999999998
10649,2025-01-21,Downtown Showroom,Gas Stove,Appliance,7,544.81,3813.6699999999996,2660.0,1153.6699999999996
10650,2024-12-13,Downtown Showroom,Stainless Sink,Kitchen,3,258.34,775.02,420.0,355.02
10651,2024-07-08,Online Pickup,Bathroom Vanity,Bathroom,3,445.12,1335.3600000000001,780.0,555.3600000000001
10652,2025-05-19,Suburban Outlet,Kitchen Faucet,Kitchen,3,151.13,453.39,240.0,213.39
10653,2024-07-09,Downtown Showroom,Cutlery Set,Accessories,4,74.41,297.64,120.0,177.64
10654,2025-05-22,Downtown Showroom,Kitchen Faucet,Kitchen,4,141.16,564.64,320.0,244.64
10655,2025-01-03,Suburban Outlet,Cutlery Set,Accessories,5,79.85,399.25,150.0,249.25
10656,2025-02-12,Online Pickup,Shower Head,Bathroom,1,127.26,127.26,45.0,82.26
10657,2024-04-26,Downtown Showroom,Bathroom Vanity,Bathroom,5,465.94,2329.7,1300.0,1029.6999999999998
10658,2024-05-13,Suburban Outlet,Shower Head,Bathroom,2,122.42,244.84,90.0,154.84
10659,2024-02-27,Online Pickup,Bathroom Vanity,Bathroom,1,449.78,449.78,260.0,189.77999999999997
10660,2025-07-09,Downtown Showroom,Kitchen Faucet,Kitchen,2,145.95,291.9,160.0,131.89999999999998
10661,2025-11-15,Suburban Outlet,Cutlery Set,Accessories,3,80.06,240.18,90.0,150.18
10662,2025-11-02,Downtown Showroom,Shower Head,Bathroom,2,123.3,246.6,90.0,156.6
10663,2024-06-21,Suburban Outlet,Bathroom Vanity,Bathroom,4,443.95,1775.8,1040.0,735.8
10664,2024-05-28,Suburban Outlet,Water Heater,Appliance,3,927.72,2783.16,1560.0,1223.1599999999999
10665,2024-03-20,Suburban Outlet,Stainless Sink,Kitchen,3,229.55,688.6500000000001,420.0,268.6500000000001
10666,2024-07-31,Suburban Outlet,Stainless Sink,Kitchen,3,242.84,728.52,420.0,308.52
10667,2024-07-21,Downtown Showroom,Shower Head,Bathroom,3,113.68,341.04,135.0,206.04000000000002
10668,2024-08-16,Online Pickup,Cutlery Set,Accessories,2,75.22,150.44,60.0,90.44
10669,2025-11-06,Suburban Outlet,Water Heater,Appliance,4,815.07,3260.28,2080.0,1180.2800000000002
10670,2024-08-14,Downtown Showroom,Shower Head,Bathroom,3,125.29,375.87,135.0,240.87
10671,2025-10-20,Suburban Outlet,Kitchen Faucet,Kitchen,3,150.51,451.53,240.0,211.52999999999997
10672,2025-06-15,Suburban Outlet,Bathroom Vanity,Bathroom,3,467.33,1401.99,780.0,621.99
10673,2025-03-16,Downtown Showroom,Cabinet Handle,Accessories,3,12.08,36.24,10.5,25.740000000000002
10674,2025-02-05,Online Pickup,Kitchen Faucet,Kitchen,4,143.34,573.36,320.0,253.36
10675,2024-02-16,Online Pickup,Stainless Sink,Kitchen,3,248.04,744.12,420.0,324.12
10676,2024-08-20,Downtown Showroom,Bathroom Vanity,Bathroom,2,448.78,897.56,520.0,377.55999999999995
10677,2024-10-31,Online Pickup,Shower Head,Bathroom,5,130.7,653.5,225.0,428.5
10678,2025-06-09,Downtown Showroom,Kitchen Faucet,Kitchen,1,158.24,158.24,80.0,78.24000000000001
10679,2024-05-22,Downtown Showroom,Gas Stove,Appliance,4,566.29,2265.16,1520.0,745.1599999999999
10680,2025-02-18,Downtown Showroom,Cabinet Handle,Accessories,4,13.11,52.44,14.0,38.44
10681,2025-05-27,Online Pickup,Cutlery Set,Accessories,4,79.39,317.56,120.0,197.56
10682,2025-01-07,Suburban Outlet,Water Heater,Appliance,3,883.97,2651.91,1560.0,1091.9099999999999
10683,2025-07-19,Downtown Showroom,Water Heater,Appliance,4,964.75,3859.0,2080.0,1779.0
10684,2024-09-15,Downtown Showroom,Cutlery Set,Accessories,2,75.87,151.74,60.0,91.74000000000001
10685,2025-10-17,Suburban Outlet,Gas Stove,Appliance,4,551.62,2206.48,1520.0,686.48
10686,2025-04-15,Downtown Showroom,Stainless Sink,Kitchen,4,250.07,1000.28,560.0,440.28
10687,2024-01-12,Online Pickup,Bathroom Vanity,Bathroom,2,475.21,950.42,520.0,430.41999999999996
10688,2024-11-25,Online Pickup,Cutlery Set,Accessories,4,78.08,312.32,120.0,192.32
10689,2024-12-23,Suburban Outlet,Gas Stove,Appliance,4,600.59,2402.36,1520.0,882.3600000000001
10690,2025-02-11,Online Pickup,Shower Head,Bathroom,3,111.15,333.45000000000005,135.0,198.45000000000005
10691,2025-10-29,Downtown Showroom,Cabinet Handle,Accessories,5,12.04,60.199999999999996,17.5,42.699999999999996
10692,2025-01-07,Online Pickup,Water Heater,Appliance,1,978.12,978.12,520.0,458.12
10693,2024-01-08,Suburban Outlet,Cabinet Handle,Accessories,2,11.78,23.56,7.0,16.56
10694,2024-05-01,Suburban Outlet,Gas Stove,Appliance,4,572.07,2288.28,1520.0,768.2800000000002
10695,2024-12-13,Downtown Showroom,Cabinet Handle,Accessories,2,12.27,24.54,7.0,17.54
10696,2025-11-06,Online Pickup,Stainless Sink,Kitchen,6,231.58,1389.48,840.0,549.48
10697,2024-03-30,Downtown Showroom,Stainless Sink,Kitchen,5,272.37,1361.85,700.0,661.8499999999999
10698,2025-10-09,Downtown Showroom,Kitchen Faucet,Kitchen,2,148.27,296.54,160.0,136.54000000000002
10699,2025-11-28,Downtown Showroom,Cutlery Set,Accessories,1,80.7,80.7,30.0,50.7
10700,2024-11-11,Suburban Outlet,Kitchen Faucet,Kitchen,3,161.06,483.18,240.0,243.18
10701,2024-06-26,Suburban Outlet,Cabinet Handle,Accessories,5,12.08,60.4,17.5,42.9
10702,2025-06-23,Suburban Outlet,Water Heater,Appliance,2,930.34,1860.68,1040.0,820.6800000000001
10703,2024-02-10,Online Pickup,Gas Stove,Appliance,3,642.41,1927.23,1140.0,787.23
10704,2025-12-04,Downtown Showroom,Bathroom Vanity,Bathroom,4,454.71,1818.84,1040.0,778.8399999999999
10705,2025-05-16,Suburban Outlet,Cabinet Handle,Accessories,1,10.91,10.91,3.5,7.41
10706,2024-05-24,Downtown Showroom,Bathroom Vanity,Bathroom,3,422.14,1266.42,780.0,486.4200000000001
10707,2024-07-19,Online Pickup,Stainless Sink,Kitchen,2,265.29,530.58,280.0,250.58000000000004
10708,2025-12-24,Online Pickup,Bathroom Vanity,Bathroom,1,422.23,422.23,260.0,162.23000000000002
10709,2025-04-05,Suburban Outlet,Bathroom Vanity,Bathroom,3,433.86,1301.58,780.0,521.5799999999999
10710,2025-07-11,Suburban Outlet,Water Heater,Appliance,3,887.43,2662.29,1560.0,1102.29
10711,2025-06-30,Downtown Showroom,Bathroom Vanity,Bathroom,3,473.25,1419.75,780.0,639.75
10712,2024-09-09,Downtown Showroom,Cabinet Handle,Accessories,3,11.14,33.42,10.5,22.92
10713,2025-01-24,Online Pickup,Gas Stove,Appliance,2,600.49,1200.98,760.0,440.98
10714,2025-08-16,Downtown Showroom,Bathroom Vanity,Bathroom,4,470.01,1880.04,1040.0,840.04
10715,2024-09-12,Downtown Showroom,Shower Head,Bathroom,1,110.55,110.55,45.0,65.55
10716,2025-12-09,Downtown Showroom,Bathroom Vanity,Bathroom,2,493.04,986.08,520.0,466.08000000000004
10717,2025-03-25,Online Pickup,Bathroom Vanity,Bathroom,2,437.77,875.54,520.0,355.53999999999996
10718,2024-01-10,Downtown Showroom,Kitchen Faucet,Kitchen,2,147.91,295.82,160.0,135.82
10719,2024-08-29,Downtown Showroom,Gas Stove,Appliance,3,649.65,1948.9499999999998,1140.0,808.9499999999998
10720,2024-09-07,Suburban Outlet,Cabinet Handle,Accessories,4,13.12,52.48,14.0,38.48
10721,2024-01-05,Online Pickup,Stainless Sink,Kitchen,3,228.32,684.96,420.0,264.96000000000004
10722,2024-04-28,Downtown Showroom,Kitchen Faucet,Kitchen,2,154.65,309.3,160.0,149.3
10723,2025-01-08,Downtown Showroom,Cabinet Handle,Accessories,3,12.08,36.24,10.5,25.740000000000002
10724,2024-03-05,Downtown Showroom,Cutlery Set,Accessories,3,75.1,225.29999999999998,90.0,135.29999999999998
10725,2024-05-25,Downtown Showroom,Gas Stove,Appliance,3,608.82,1826.46,1140.0,686.46
10726,2024-08-11,Downtown Showroom,Shower Head,Bathroom,4,116.46,465.84,180.0,285.84
10727,2024-08-26,Suburban Outlet,Gas Stove,Appliance,2,572.22,1144.44,760.0,384.44000000000005
10728,2024-06-25,Suburban Outlet,Cutlery Set,Accessories,4,83.1,332.4,120.0,212.39999999999998
10729,2024-10-08,Suburban Outlet,Cutlery Set,Accessories,3,79.28,237.84,90.0,147.84
10730,2024-03-03,Downtown Showroom,Cutlery Set,Accessories,4,72.68,290.72,120.0,170.72000000000003
10731,2024-08-04,Online Pickup,Water Heater,Appliance,3,946.88,2840.64,1560.0,1280.6399999999999
10732,2025-11-19,Downtown Showroom,Stainless Sink,Kitchen,5,247.69,1238.45,700.0,538.45
10733,2025-04-05,Online Pickup,Bathroom Vanity,Bathroom,4,449.39,1797.56,1040.0,757.56
10734,2025-09-01,Suburban Outlet,Gas Stove,Appliance,2,648.11,1296.22,760.0,536.22
10735,2024-04-14,Downtown Showroom,Cabinet Handle,Accessories,3,12.25,36.75,10.5,26.25
10736,2024-04-08,Suburban Outlet,Water Heater,Appliance,1,824.17,824.17,520.0,304.16999999999996
10737,2025-05-25,Downtown Showroom,Cabinet Handle,Accessories,3,11.01,33.03,10.5,22.53
10738,2025-01-19,Suburban Outlet,Bathroom Vanity,Bathroom,2,493.84,987.68,520.0,467.67999999999995
10739,2025-02-08,Downtown Showroom,Bathroom Vanity,Bathroom,3,413.53,1240.59,780.0,460.5899999999999
10740,2025-06-01,Downtown Showroom,Shower Head,Bathroom,3,123.6,370.79999999999995,135.0,235.79999999999995
10741,2025-04-20,Online Pickup,Cutlery Set,Accessories,1,84.96,84.96,30.0,54.959999999999994
10742,2025-12-09,Downtown Showroom,Stainless Sink,Kitchen,3,233.12,699.36,420.0,279.36
10743,2025-10-06,Online Pickup,Shower Head,Bathroom,4,124.57,498.28,180.0,318.28
10744,2025-03-12,Downtown Showroom,Kitchen Faucet,Kitchen,3,141.5,424.5,240.0,184.5
10745,2024-01-23,Suburban Outlet,Water Heater,Appliance,3,917.48,2752.44,1560.0,1192.44
10746,2025-07-18,Suburban Outlet,Water Heater,Appliance,3,958.52,2875.56,1560.0,1315.56
10747,2025-11-07,Suburban Outlet,Stainless Sink,Kitchen,3,234.09,702.27,420.0,282.27
10748,2025-12-14,Downtown Showroom,Bathroom Vanity,Bathroom,1,469.27,469.27,260.0,209.26999999999998
10749,2025-04-02,Downtown Showroom,Cabinet Handle,Accessories,3,11.8,35.400000000000006,10.5,24.900000000000006
10750,2024-03-23,Downtown Showroom,Water Heater,Appliance,3,865.73,2597.19,1560.0,1037.19
10751,2024-05-24,Downtown Showroom,Stainless Sink,Kitchen,3,248.01,744.03,420.0,324.03
10752,2024-03-25,Suburban Outlet,Water Heater,Appliance,2,814.15,1628.3,1040.0,588.3
10753,2024-03-18,Online Pickup,Water Heater,Appliance,3,860.33,2580.9900000000002,1560.0,1020.9900000000002
10754,2025-04-01,Online Pickup,Cutlery Set,Accessories,1,82.23,82.23,30.0,52.230000000000004
10755,2024-01-01,Suburban Outlet,Kitchen Faucet,Kitchen,1,139.03,139.03,80.0,59.03
10756,2024-02-20,Suburban Outlet,Cutlery Set,Accessories,4,76.1,304.4,120.0,184.39999999999998
10757,2025-11-15,Suburban Outlet,Kitchen Faucet,Kitchen,2,151.09,302.18,160.0,142.18
10758,2025-12-17,Downtown Showroom,Water Heater,Appliance,2,918.72,1837.44,1040.0,797.44
10759,2025-03-21,Online Pickup,Shower Head,Bathroom,5,114.17,570.85,225.0,345.85
10760,2025-03-24,Suburban Outlet,Cabinet Handle,Accessories,4,11.7,46.8,14.0,32.8
10761,2025-05-02,Suburban Outlet,Bathroom Vanity,Bathroom,4,435.07,1740.28,1040.0,700.28
